year,dayAndNight,week,death,casualty,injuredPerson,location,accKind,violationLaw,roadKind,perpetrator,victim,Count
2018,Day,Fri,1,1,0,Daegu,Car and People,Violation of drivers laws,crossroad,a freight car,Pedestrian,1
2018,Night,Sun,1,2,1,Daegu,Car and Car,Violation of drivers laws,crossroad,원동기장치자전거,a car,1
2018,Day,Fri,1,1,0,Daegu,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Night,Fri,1,3,2,Daegu,Car and Car,Violation of drivers laws,singleroad,a car,a car,1
2018,Night,Sat,1,1,0,Daegu,Only Car,Violation of drivers laws,singleroad,a two-wheeled car,none,1
2018,Day,Mon,1,1,0,Daegu,Car and Car,Violation of drivers laws,singleroad,a car,a two-wheeled car,1
2018,Night,Sat,1,1,0,Daegu,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Thu,1,1,0,Daegu,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Mon,1,1,0,Incheon,Car and People,Violation of drivers laws,crossroad,a van,Pedestrian,1
2018,Day,Thu,1,1,0,Incheon,Car and People,Violation of drivers laws,crossroad,a freight car,Pedestrian,1
2018,Day,Thu,1,2,1,Incheon,Only Car,Violation of drivers laws,singleroad,a car,none,1
2018,Night,Sat,1,1,0,Incheon,Only Car,Violation of drivers laws,singleroad,a two-wheeled car,none,1
2018,Day,Sun,1,1,0,Incheon,Only Car,Violation of drivers laws,singleroad,agricultural machinery,none,1
2018,Day,Fri,1,2,1,Incheon,Car and Car,Violation of drivers laws,singleroad,a car,special car,1
2018,Night,Sat,1,2,1,Incheon,Car and Car,Violation of drivers laws,singleroad,a freight car,special car,1
2018,Day,Mon,1,1,0,Incheon,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Wed,1,7,6,Gyeonggi,Car and Car,Violation of drivers laws,singleroad,a freight car,a car,1
2018,Night,Fri,1,4,3,Gwangju,Car and Car,Violation of drivers laws,crossroad,a car,a car,1
2018,Night,Fri,1,1,0,Gwangju,Car and People,Violation of drivers laws,crossroad,a van,Pedestrian,1
2018,Day,Tue,1,1,0,Gwangju,Car and Car,Violation of drivers laws,singleroad,a car,자전거,1
2018,Night,Mon,1,1,0,Gwangju,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Day,Wed,1,1,0,Gwangju,Car and People,Violation of drivers laws,singleroad,a freight car,Pedestrian,1
2018,Day,Fri,1,1,0,Gwangju,Car and People,Violation of drivers laws,crossroad,a freight car,Pedestrian,1
2018,Day,Fri,1,1,0,Daejeon,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Night,Thu,1,1,0,Daejeon,Car and Car,Violation of drivers laws,singleroad,a car,a car,1
2018,Day,Fri,1,2,1,Daejeon,Car and Car,Violation of drivers laws,crossroad,a freight car,a freight car,1
2018,Day,Tue,1,3,2,Daejeon,Only Car,Violation of drivers laws,singleroad,a car,none,1
2018,Night,Sun,1,1,0,Daejeon,Only Car,Violation of drivers laws,singleroad,a car,none,1
2018,Day,Sat,1,1,0,Daejeon,Car and People,Violation of drivers laws,singleroad,a freight car,Pedestrian,1
2018,Night,Fri,1,1,0,Daejeon,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Night,Wed,1,1,0,Daejeon,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Night,Sat,1,4,3,Daejeon,Car and Car,Violation of drivers laws,crossroad,a car,a car,1
2018,Night,Fri,1,1,0,Daejeon,Car and People,Violation of drivers laws,singleroad,a two-wheeled car,Pedestrian,1
2018,Night,Sat,1,1,0,Daejeon,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Fri,1,2,1,Daejeon,Only Car,Violation of drivers laws,singleroad,a car,none,1
2018,Day,Mon,1,1,0,Ulsan,Car and Car,Violation of drivers laws,crossroad,a car,자전거,1
2018,Night,Wed,1,1,0,Ulsan,Car and Car,Violation of drivers laws,singleroad,a car,a van,1
2018,Day,Fri,1,1,0,Ulsan,Car and People,Violation of drivers laws,singleroad,a freight car,Pedestrian,1
2018,Night,Wed,1,1,0,Ulsan,Only Car,Violation of drivers laws,singleroad,a car,none,1
2018,Night,Tue,1,1,0,Ulsan,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Day,Wed,1,1,0,Ulsan,Car and Car,Violation of drivers laws,singleroad,a van,자전거,1
2018,Day,Sat,1,1,0,Ulsan,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Night,Thu,1,1,0,Ulsan,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Sun,2,3,1,Ulsan,Only Car,Violation of drivers laws,singleroad,a car,none,1
2018,Day,Sat,1,1,0,Gyeonggi,Car and Car,Violation of drivers laws,singleroad,원동기장치자전거,a van,1
2018,Day,Fri,1,1,0,Gyeonggi,Only Car,Violation of drivers laws,Other,개인형이동수단(PM),none,1
2018,Day,Fri,1,1,0,Gyeonggi,Car and Car,Violation of drivers laws,crossroad,a freight car,a two-wheeled car,1
2018,Night,Wed,1,1,0,Gyeonggi,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Thu,1,1,0,Gyeonggi,Car and Car,Violation of drivers laws,crossroad,a two-wheeled car,a car,1
2018,Day,Fri,1,1,0,Gyeonggi,Car and People,Violation of drivers laws,singleroad,construction machinery,Pedestrian,1
2018,Night,Sun,1,1,0,Gyeonggi,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Night,Fri,1,1,0,Gyeonggi,Only Car,Violation of drivers laws,singleroad,a two-wheeled car,none,1
2018,Day,Tue,1,1,0,Gyeonggi,Car and Car,Violation of drivers laws,crossroad,a car,a two-wheeled car,1
2018,Day,Tue,1,1,0,Gyeonggi,Car and Car,Violation of drivers laws,crossroad,사륜오토바이(ATV),a freight car,1
2018,Night,Fri,1,2,1,Gyeonggi,Car and Car,Violation of drivers laws,singleroad,a car,농기계,1
2018,Day,Sun,1,1,0,Gyeonggi,Only Car,Violation of drivers laws,singleroad,자전거,none,1
2018,Day,Thu,1,3,2,Gyeonggi,Car and Car,Violation of drivers laws,crossroad,a car,a freight car,1
2018,Day,Wed,1,3,2,Gyeonggi,Car and Car,Violation of drivers laws,crossroad,a car,a two-wheeled car,1
2018,Day,Sat,1,1,0,Gyeonggi,Car and Car,Violation of drivers laws,crossroad,a car,construction machinery,1
2018,Day,Mon,1,1,0,Gyeonggi,Car and People,Violation of drivers laws,singleroad,a freight car,Pedestrian,1
2018,Day,Sun,1,1,0,Gyeonggi,Only Car,Violation of drivers laws,singleroad,a two-wheeled car,none,1
2018,Night,Wed,1,1,0,Gyeonggi,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Night,Wed,1,1,0,Seoul,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Day,Wed,1,1,0,Seoul,Car and People,Violation of drivers laws,singleroad,a freight car,Pedestrian,1
2018,Night,Fri,1,1,0,Seoul,Car and Car,Violation of drivers laws,crossroad,a van,a two-wheeled car,1
2018,Day,Tue,1,1,0,Seoul,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Sun,1,1,0,Seoul,Car and People,Violation of drivers laws,Other,a car,Pedestrian,1
2018,Day,Thu,2,8,6,Seoul,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Wed,1,1,0,Seoul,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Day,Fri,1,1,0,Seoul,Car and Car,Violation of drivers laws,crossroad,a van,원동기장치자전거,1
2018,Night,Sat,1,1,0,Seoul,Car and People,Violation of drivers laws,singleroad,a freight car,Pedestrian,1
2018,Night,Sat,1,2,1,Seoul,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Sat,1,1,0,Seoul,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Day,Mon,1,4,3,Seoul,Car and Car,Violation of drivers laws,crossroad,a car,a car,1
2018,Night,Sat,1,1,0,Seoul,Car and Car,Violation of drivers laws,singleroad,a freight car,자전거,1
2018,Day,Mon,1,1,0,Seoul,Car and People,Violation of drivers laws,singleroad,a van,Pedestrian,1
2018,Night,Sat,1,2,1,Seoul,Car and Car,Violation of drivers laws,singleroad,a car,a freight car,1
2018,Night,Tue,1,1,0,Seoul,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Night,Thu,1,1,0,Seoul,Car and Car,Violation of drivers laws,singleroad,a car,a car,1
2018,Day,Fri,1,1,0,Seoul,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Day,Mon,1,1,0,Seoul,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Day,Fri,1,1,0,Seoul,Car and Car,Violation of drivers laws,singleroad,a car,a car,1
2018,Night,Sat,1,1,0,Seoul,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Day,Thu,1,1,0,Seoul,Car and Car,Violation of drivers laws,crossroad,a car,a two-wheeled car,1
2018,Night,Sat,1,1,0,Seoul,Car and Car,Violation of drivers laws,crossroad,a two-wheeled car,a two-wheeled car,1
2018,Night,Tue,1,1,0,Seoul,Car and People,Violation of drivers laws,singleroad,a freight car,Pedestrian,1
2018,Night,Sat,1,1,0,Seoul,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Day,Tue,1,1,0,Seoul,Car and Car,Violation of drivers laws,crossroad,a car,자전거,1
2018,Night,Sat,1,1,0,Seoul,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Day,Fri,1,1,0,Seoul,Car and Car,Violation of drivers laws,singleroad,a car,construction machinery,1
2018,Day,Wed,1,1,0,Seoul,Car and Car,Violation of drivers laws,crossroad,a two-wheeled car,a car,1
2018,Night,Fri,1,2,1,Seoul,Only Car,Violation of drivers laws,singleroad,a two-wheeled car,none,1
2018,Night,Tue,1,2,1,Seoul,Car and Car,Violation of drivers laws,crossroad,원동기장치자전거,a car,1
2018,Night,Sat,1,1,0,Seoul,Car and People,Violation of drivers laws,Other,a car,Pedestrian,1
2018,Night,Fri,1,1,0,Seoul,Car and People,Violation of drivers laws,불명,a car,Pedestrian,1
2018,Night,Wed,1,1,0,Busan,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Day,Thu,1,1,0,Busan,Car and People,Violation of drivers laws,Other,a freight car,Pedestrian,1
2018,Day,Tue,1,2,1,Busan,Car and Car,Violation of drivers laws,singleroad,a freight car,special car,1
2018,Day,Tue,1,1,0,Busan,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Day,Tue,1,1,0,Busan,Car and Car,Violation of drivers laws,singleroad,a car,자전거,1
2018,Day,Sat,1,1,0,Busan,Car and People,Violation of drivers laws,singleroad,a two-wheeled car,Pedestrian,1
2018,Day,Wed,1,2,1,Busan,Car and Car,Violation of drivers laws,singleroad,special car,a car,1
2018,Day,Wed,1,1,0,Busan,Car and Car,Violation of drivers laws,singleroad,a car,a freight car,1
2018,Day,Thu,1,1,0,Busan,Car and People,Violation of drivers laws,singleroad,a van,Pedestrian,1
2018,Day,Thu,1,3,2,Busan,Car and Car,Violation of drivers laws,singleroad,a two-wheeled car,a car,1
2018,Night,Thu,1,1,0,Busan,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Day,Sat,1,1,0,Busan,Car and Car,Violation of drivers laws,singleroad,a car,a two-wheeled car,1
2018,Night,Sat,1,1,0,Busan,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Night,Tue,1,2,1,Busan,Car and People,Violation of drivers laws,crossroad,a two-wheeled car,Pedestrian,1
2018,Night,Mon,1,1,0,Busan,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Day,Mon,2,3,1,Busan,Car and Car,Violation of drivers laws,crossroad,special car,special car,1
2018,Night,Mon,1,1,0,Busan,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Sat,1,1,0,Gyeongsangnam,Car and Car,Violation of drivers laws,singleroad,a freight car,special car,1
2018,Night,Sun,1,1,0,Gyeonggi,Car and Car,Violation of drivers laws,crossroad,a two-wheeled car,a freight car,1
2018,Day,Fri,1,5,4,Gyeonggi,Car and Car,Violation of drivers laws,singleroad,a freight car,a van,1
2018,Day,Fri,1,1,0,Gyeonggi,Car and People,Violation of drivers laws,crossroad,a van,Pedestrian,1
2018,Day,Thu,1,5,4,Gyeonggi,Only Car,Violation of drivers laws,singleroad,a van,none,1
2018,Night,Wed,1,1,0,Gyeonggi,Car and People,Violation of drivers laws,singleroad,a freight car,Pedestrian,1
2018,Night,Wed,1,1,0,Gyeonggi,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Sat,1,1,0,Gyeonggi,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Day,Mon,1,1,0,Gyeonggi,Only Car,Violation of drivers laws,singleroad,a two-wheeled car,none,1
2018,Night,Sun,1,5,4,Gyeonggi,Car and Car,Violation of drivers laws,crossroad,a car,a van,1
2018,Day,Wed,1,1,0,Gyeonggi,Car and People,Violation of drivers laws,crossroad,construction machinery,Pedestrian,1
2018,Day,Fri,1,1,0,Gyeonggi,Car and Car,Violation of drivers laws,singleroad,a car,a car,1
2018,Night,Mon,1,1,0,Gyeonggi,Only Car,Violation of drivers laws,singleroad,a car,none,1
2018,Night,Thu,1,1,0,Gyeonggi,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Day,Fri,1,3,2,Gyeonggi,Car and Car,Violation of drivers laws,singleroad,a freight car,a freight car,1
2018,Day,Tue,1,1,0,Gyeonggi,Only Car,Violation of drivers laws,singleroad,special car,none,1
2018,Night,Wed,1,1,0,Gyeonggi,Car and People,Violation of drivers laws,Other,a car,Pedestrian,1
2018,Night,Sat,1,1,0,Gyeonggi,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Thu,1,2,1,Gyeonggi,Only Car,Violation of drivers laws,singleroad,a car,none,1
2018,Night,Fri,1,1,0,Gyeonggi,Car and Car,Violation of drivers laws,singleroad,a car,a freight car,1
2018,Night,Wed,1,1,0,Gyeonggi,Car and Car,Violation of drivers laws,singleroad,a car,a freight car,1
2018,Day,Sat,1,1,0,Gyeonggi,Only Car,Violation of drivers laws,singleroad,자전거,none,1
2018,Day,Wed,1,1,0,Gyeonggi,Car and People,Violation of drivers laws,singleroad,construction machinery,Pedestrian,1
2018,Day,Thu,1,1,0,Gyeonggi,Car and Car,Violation of drivers laws,crossroad,a two-wheeled car,a freight car,1
2018,Night,Tue,1,1,0,Gyeonggi,Car and Car,Violation of drivers laws,singleroad,원동기장치자전거,construction machinery,1
2018,Day,Tue,1,1,0,Gyeonggi,Only Car,Violation of drivers laws,crossroad,사륜오토바이(ATV),none,1
2018,Day,Tue,1,1,0,Gyeonggi,Car and Car,Violation of drivers laws,singleroad,a car,a car,1
2018,Night,Fri,1,2,1,Gyeonggi,Car and People,Violation of drivers laws,crossroad,a van,Pedestrian,1
2018,Night,Fri,1,1,0,Gyeonggi,Car and Car,Violation of drivers laws,singleroad,a car,자전거,1
2018,Day,Mon,1,1,0,Gyeonggi,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Day,Mon,1,2,1,Gyeonggi,Car and Car,Violation of drivers laws,singleroad,construction machinery,a car,1
2018,Night,Mon,1,1,0,Gyeonggi,Car and People,Violation of drivers laws,singleroad,a van,Pedestrian,1
2018,Night,Fri,1,1,0,Gyeonggi,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Day,Wed,1,1,0,Gyeonggi,Car and People,Violation of drivers laws,singleroad,a van,Pedestrian,1
2018,Night,Sat,1,1,0,Gyeonggi,Car and People,Violation of drivers laws,singleroad,a freight car,Pedestrian,1
2018,Night,Sun,1,2,1,Gyeonggi,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Night,Thu,1,3,2,Gyeonggi,Car and Car,Violation of drivers laws,singleroad,a car,a car,1
2018,Night,Sat,1,3,2,Gyeonggi,Car and Car,Violation of drivers laws,crossroad,a car,a car,1
2018,Night,Wed,1,1,0,Gyeonggi,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Mon,1,1,0,Gyeonggi,Car and People,Violation of drivers laws,singleroad,a freight car,Pedestrian,1
2018,Night,Thu,1,3,2,Gyeonggi,Car and Car,Violation of drivers laws,singleroad,a car,a freight car,1
2018,Night,Sat,1,1,0,Gyeonggi,Only Car,Violation of drivers laws,singleroad,a car,none,1
2018,Night,Wed,1,1,0,Gyeonggi,Car and Car,Violation of drivers laws,singleroad,a freight car,a freight car,1
2018,Night,Tue,1,1,0,Gyeonggi,Only Car,Violation of drivers laws,singleroad,a car,none,1
2018,Night,Thu,1,1,0,Gyeonggi,Car and People,Violation of drivers laws,singleroad,a freight car,Pedestrian,1
2018,Day,Sun,1,4,3,Gyeonggi,Car and Car,Violation of drivers laws,singleroad,a van,a car,1
2018,Night,Sat,1,2,1,Gyeonggi,Only Car,Violation of drivers laws,Other,a car,none,1
2018,Night,Mon,1,1,0,Gyeonggi,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Mon,1,1,0,Gyeonggi,Car and Car,Violation of drivers laws,singleroad,a freight car,a freight car,1
2018,Night,Wed,1,2,1,Gyeonggi,Car and Car,Violation of drivers laws,singleroad,a car,a freight car,1
2018,Night,Fri,1,1,0,Gyeonggi,Car and Car,Violation of drivers laws,singleroad,special car,a freight car,1
2018,Night,Fri,1,1,0,Gyeonggi,Car and People,Violation of drivers laws,Other,a car,Pedestrian,1
2018,Day,Fri,1,1,0,Gyeonggi,Car and Car,Violation of drivers laws,crossroad,a two-wheeled car,construction machinery,1
2018,Night,Wed,1,1,0,Gyeonggi,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Day,Thu,1,1,0,Gyeonggi,Car and People,Violation of drivers laws,singleroad,construction machinery,Pedestrian,1
2018,Night,Fri,1,1,0,Gyeonggi,Car and People,Violation of drivers laws,singleroad,a van,Pedestrian,1
2018,Day,Sun,1,1,0,Gangwon,Only Car,Violation of drivers laws,singleroad,a car,none,1
2018,Day,Wed,1,1,0,Gangwon,Car and Car,Violation of drivers laws,crossroad,a car,a two-wheeled car,1
2018,Night,Tue,1,4,3,Gangwon,Car and Car,Violation of drivers laws,crossroad,a car,a freight car,1
2018,Day,Thu,1,1,0,Gangwon,Car and People,Violation of drivers laws,singleroad,a van,Pedestrian,1
2018,Day,Tue,1,1,0,Gangwon,Only Car,Violation of drivers laws,singleroad,a car,none,1
2018,Night,Sat,1,1,0,Gangwon,Only Car,Violation of drivers laws,singleroad,a two-wheeled car,none,1
2018,Night,Thu,1,2,1,Gangwon,Only Car,Violation of drivers laws,singleroad,a car,none,1
2018,Night,Thu,1,1,0,Gangwon,Car and Car,Violation of drivers laws,singleroad,a car,a freight car,1
2018,Day,Fri,1,1,0,Gangwon,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Day,Thu,1,1,0,Gangwon,Car and People,Violation of drivers laws,singleroad,a freight car,Pedestrian,1
2018,Day,Wed,1,1,0,Gangwon,Car and People,Violation of drivers laws,Other,a freight car,Pedestrian,1
2018,Night,Mon,1,1,0,Gangwon,Car and People,Violation of drivers laws,singleroad,a freight car,Pedestrian,1
2018,Night,Thu,1,1,0,Gangwon,Only Car,Violation of drivers laws,crossroad,a car,none,1
2018,Night,Mon,1,1,0,Gangwon,Only Car,Violation of drivers laws,singleroad,a freight car,none,1
2018,Night,Fri,1,2,1,Gangwon,Only Car,Violation of drivers laws,crossroad,a car,none,1
2018,Night,Mon,1,3,2,Gangwon,Car and Car,Violation of drivers laws,crossroad,a car,a car,1
2018,Day,Tue,1,1,0,Gangwon,Car and People,Violation of drivers laws,Other,a car,Pedestrian,1
2018,Day,Wed,1,2,1,Gangwon,Car and Car,Violation of drivers laws,singleroad,a car,construction machinery,1
2018,Day,Mon,1,1,0,Gangwon,Car and Car,Violation of drivers laws,singleroad,a car,농기계,1
2018,Night,Mon,1,1,0,Gangwon,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Mon,1,1,0,Gangwon,Car and People,Violation of drivers laws,singleroad,a van,Pedestrian,1
2018,Night,Tue,1,1,0,Gangwon,Only Car,Violation of drivers laws,Other,a car,none,1
2018,Day,Sat,1,5,4,Gangwon,Only Car,Violation of drivers laws,singleroad,a freight car,none,1
2018,Night,Tue,1,2,1,Gangwon,Only Car,Violation of drivers laws,crossroad,a car,none,1
2018,Day,Tue,1,1,0,Gangwon,Only Car,Violation of drivers laws,Other,사륜오토바이(ATV),none,1
2018,Night,Wed,1,2,1,Gangwon,Car and Car,Violation of drivers laws,singleroad,a car,a car,1
2018,Night,Mon,1,1,0,Chungbuk,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Fri,1,2,1,Chungbuk,Car and Car,Violation of drivers laws,crossroad,a two-wheeled car,a car,1
2018,Day,Wed,1,2,1,Chungbuk,Car and Car,Violation of drivers laws,crossroad,a car,a two-wheeled car,1
2018,Night,Wed,1,1,0,Chungbuk,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
